URL,Product Title,Translated Title,Option Name,Price,Screenshot Filename
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,2颗⭐（M26军绿+M26黑色）,N/A,m67-2m26m26.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【M26军绿】可循环使用,N/A,m67-m26.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【M26黑色】可循环使用,N/A,m67-m26.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【MF36绿色】可循环使用,N/A,m67-mf36.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【MF36黑色】可循环使用,N/A,m67-mf36.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【82-2军绿】可循环使用,N/A,m67-82-2.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【82-2黑色】可循环使用,N/A,m67-82-2.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【M67军绿】可循环使用,N/A,m67-m67.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【M67黑色】可循环使用,N/A,m67-m67.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【M18军绿】可循环使用,N/A,m67-m18.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【M18黑色】可循环使用,N/A,m67-m18.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【F1军绿】可循环使用,N/A,m67-f1.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【F1黑色】可循环使用,N/A,m67-f1.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【M26A1军绿】可循环使用,N/A,m67-m26a1.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【M26A1黑色】可循环使用,N/A,m67-m26a1.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【M24军绿】可循环使用,N/A,m67-m24.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【M24黑色】可循环使用,N/A,m67-m24.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,2颗⭐(82-2军绿+82-2黑色）,N/A,m67-282-282-2.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,2颗⭐（MF36军绿+MF36黑色）,N/A,m67-2mf36mf36.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,2颗⭐（M67军绿+M67黑色）,N/A,m67-2m67m67.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,2颗⭐（M18军绿+M18黑色）,N/A,m67-2m18m18.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,2颗⭐（F1军绿+F1黑色）,N/A,m67-2f1f1.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,2颗⭐（M26A1军绿+M26A1黑色）,N/A,m67-2m26a1m26a1.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,2颗⭐（M24军绿+M24黑色）,N/A,m67-2m24m24.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,2颗⭐(M26军绿+67军绿),N/A,m67-2m2667.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,3颖⭐(M26车绿+M67军绿+M18军绿),N/A,m67-3m26m67m18.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,【M18中号军绿】可循环使用,N/A,m67-m18.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,官方标配,N/A,m67-.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,标配+1万弹,N/A,m67-1.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,标配+2万弹,N/A,m67-2.png
https://detail.tmall.com/item.htm?_u=e20bch12k1e660&id=823946437927&sku_properties=1627207%3A32508193330&spm=a1z09.2.0.0.1e892e8dUKanfh,儿童手雷玩具可爆炸水弹M67弹射烟雾手榴弹模型吃鸡男孩生日礼物,TRANSLATION FAILED,标配+3万弹,N/A,m67-3.png
https://item.taobao.com/item.htm?_u=e20bch12k1e3bb&id=646929225114&sku_properties=1627207%3A13560758595&spm=a1z09.2.0.0.1e892e8dUKanfh,FMA 蝎式软壳快拔旦夹套5.56/7.62\9mm旦匣包 军迷射击MOLLE包,TRANSLATION FAILED,OD军绿色,N/A,fma-5567629mm-molle-od.png
https://item.taobao.com/item.htm?_u=e20bch12k1e3bb&id=646929225114&sku_properties=1627207%3A13560758595&spm=a1z09.2.0.0.1e892e8dUKanfh,FMA 蝎式软壳快拔旦夹套5.56/7.62\9mm旦匣包 军迷射击MOLLE包,TRANSLATION FAILED,DE泥色,N/A,fma-5567629mm-molle-de.png
https://item.taobao.com/item.htm?_u=e20bch12k1e3bb&id=646929225114&sku_properties=1627207%3A13560758595&spm=a1z09.2.0.0.1e892e8dUKanfh,FMA 蝎式软壳快拔旦夹套5.56/7.62\9mm旦匣包 军迷射击MOLLE包,TRANSLATION FAILED,BK黑色,N/A,fma-5567629mm-molle-bk.png
https://item.taobao.com/item.htm?_u=e20bch12k1e3bb&id=646929225114&sku_properties=1627207%3A13560758595&spm=a1z09.2.0.0.1e892e8dUKanfh,FMA 蝎式软壳快拔旦夹套5.56/7.62\9mm旦匣包 军迷射击MOLLE包,TRANSLATION FAILED,FG游骑兵绿,N/A,fma-5567629mm-molle-fg.png
https://item.taobao.com/item.htm?_u=e20bch12k1e3bb&id=646929225114&sku_properties=1627207%3A13560758595&spm=a1z09.2.0.0.1e892e8dUKanfh,FMA 蝎式软壳快拔旦夹套5.56/7.62\9mm旦匣包 军迷射击MOLLE包,TRANSLATION FAILED,BKT黑泥,N/A,fma-5567629mm-molle-bkt.png
https://item.taobao.com/item.htm?_u=e20bch12k1e3bb&id=646929225114&sku_properties=1627207%3A13560758595&spm=a1z09.2.0.0.1e892e8dUKanfh,FMA 蝎式软壳快拔旦夹套5.56/7.62\9mm旦匣包 军迷射击MOLLE包,TRANSLATION FAILED,BKR黑红,N/A,fma-5567629mm-molle-bkr.png
https://item.taobao.com/item.htm?_u=e20bch12k1e3bb&id=646929225114&sku_properties=1627207%3A13560758595&spm=a1z09.2.0.0.1e892e8dUKanfh,FMA 蝎式软壳快拔旦夹套5.56/7.62\9mm旦匣包 军迷射击MOLLE包,TRANSLATION FAILED,BKOD黑绿,N/A,fma-5567629mm-molle-bkod.png
https://item.taobao.com/item.htm?_u=e20bch12k1e3bb&id=646929225114&sku_properties=1627207%3A13560758595&spm=a1z09.2.0.0.1e892e8dUKanfh,FMA 蝎式软壳快拔旦夹套5.56/7.62\9mm旦匣包 军迷射击MOLLE包,TRANSLATION FAILED,并联夹子-通用不分大小,N/A,fma-5567629mm-molle--.png
https://item.taobao.com/item.htm?_u=e20bch12k1e3bb&id=646929225114&sku_properties=1627207%3A13560758595&spm=a1z09.2.0.0.1e892e8dUKanfh,FMA 蝎式软壳快拔旦夹套5.56/7.62\9mm旦匣包 军迷射击MOLLE包,TRANSLATION FAILED,大款,N/A,fma-5567629mm-molle-.png
https://item.taobao.com/item.htm?_u=e20bch12k1e3bb&id=646929225114&sku_properties=1627207%3A13560758595&spm=a1z09.2.0.0.1e892e8dUKanfh,FMA 蝎式软壳快拔旦夹套5.56/7.62\9mm旦匣包 军迷射击MOLLE包,TRANSLATION FAILED,小款,N/A,fma-5567629mm-molle-.png
https://item.taobao.com/item.htm?_u=e20bch12k1e3bb&id=646929225114&sku_properties=1627207%3A13560758595&spm=a1z09.2.0.0.1e892e8dUKanfh,FMA 蝎式软壳快拔旦夹套5.56/7.62\9mm旦匣包 军迷射击MOLLE包,TRANSLATION FAILED,短款,N/A,fma-5567629mm-molle-.png
